SizeRank,RegionName,StateName,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31
0,United States,,244579.0,246671.0,249008.0,250546.0,248028.0,246184.0,249246.0,257182.0,266005.0,272040.0,276303.0,277949.0,278841.0,280879.0,284143.0,290350.0,295050.0,299768.0,301810.0,303952.0,306194.0,308834.0,313046.0,314854.0,315864.0,318155.0,324093.0,333028.0,339248.0,341080.0,335843.0,329927.0,325912.0,324814.0,321301.0,316725.0,313128.0,316393.0,321267.0,326641.0,330445.0,333561.0,336411.0,336830.0,336546.0,335470.0,333159.0,330950.0,331777.0,336410.0,342355.0,345498.0,347577.0,349899.0,351265.0,351998.0,350904.0,352764.0,353629.0,356642.0
1,"New York, NY",NY,415833.0,418276.0,420342.0,424813.0,427196.0,424750.0,418091.0,418985.0,429254.0,444984.0,460641.0,468371.0,472061.0,475446.0,480344.0,487407.0,491118.0,496327.0,500635.0,504022.0,506840.0,508572.0,509544.0,510006.0,509361.0,512265.0,517410.0,525076.0,532130.0,539579.0,545740.0,546092.0,541482.0,536887.0,532764.0,526993.0,526479.0,524574.0,528117.0,531339.0,538759.0,546144.0,555487.0,565687.0,570957.0,570665.0,568541.0,573050.0,579190.0,582848.0,585107.0,589584.0,599714.0,610722.0,623178.0,625637.0,625748.0,626065.0,626044.0,627593.0
2,"Los Angeles, CA",CA,653510.0,659414.0,663224.0,656920.0,649123.0,646810.0,661223.0,685729.0,705946.0,720207.0,,729059.0,731395.0,739301.0,750824.0,768901.0,787249.0,801020.0,807173.0,809830.0,812722.0,817410.0,823150.0,834329.0,841575.0,851653.0,861073.0,878361.0,890306.0,893329.0,880350.0,865931.0,852613.0,847889.0,840333.0,830156.0,824897.0,826878.0,833840.0,837933.0,841197.0,849016.0,861395.0,874475.0,881392.0,887636.0,894909.0,896038.0,894046.0,900039.0,908920.0,925529.0,935267.0,944599.0,944468.0,934572.0,926244.0,928455.0,930585.0,942947.0
3,"Chicago, IL",IL,229727.0,231814.0,237026.0,241818.0,239844.0,233679.0,232864.0,240181.0,250508.0,256628.0,258532.0,259604.0,259200.0,260818.0,261992.0,263839.0,265754.0,266584.0,266160.0,264713.0,264609.0,266987.0,268897.0,270760.0,271987.0,274759.0,274692.0,277311.0,279698.0,284029.0,281751.0,277167.0,274012.0,273008.0,273568.0,271795.0,270872.0,272174.0,275933.0,279226.0,281780.0,285862.0,290293.0,294027.0,295331.0,294350.0,293932.0,292896.0,295492.0,297628.0,299913.0,302223.0,304972.0,309608.0,312988.0,313615.0,315210.0,316140.0,319590.0,321089.0
4,"Dallas, TX",TX,266540.0,267179.0,267079.0,269787.0,268762.0,271368.0,275477.0,283481.0,288488.0,292274.0,296870.0,298573.0,298022.0,302829.0,309287.0,318450.0,327780.0,336899.0,343375.0,344757.0,345830.0,348688.0,352248.0,355068.0,358670.0,364626.0,371038.0,384521.0,397667.0,407265.0,406053.0,399882.0,393087.0,388172.0,383080.0,374566.0,368479.0,367763.0,369855.0,373031.0,375579.0,381199.0,385862.0,387345.0,385690.0,381840.0,381692.0,379828.0,381550.0,382493.0,386516.0,389389.0,391575.0,390275.0,388406.0,386689.0,385786.0,385673.0,388252.0,390443.0
5,"Houston, TX",TX,232178.0,234530.0,233481.0,233975.0,231820.0,234069.0,240089.0,247606.0,250549.0,252453.0,257386.0,260631.0,261794.0,264534.0,270550.0,278265.0,284509.0,289652.0,292075.0,293143.0,291511.0,292386.0,296997.0,301245.0,303826.0,308586.0,311128.0,317732.0,322976.0,328377.0,329082.0,324437.0,321809.0,317993.0,316306.0,309721.0,307781.0,306884.0,308785.0,311013.0,313624.0,316919.0,,,320770.0,320612.0,320699.0,318693.0,318927.0,322502.0,325008.0,329165.0,329752.0,333090.0,333250.0,330377.0,330631.0,331128.0,333383.0,332816.0
6,"Washington, DC",VA,402394.0,406059.0,412389.0,418232.0,414520.0,406869.0,410497.0,421237.0,435013.0,440714.0,443957.0,442151.0,439174.0,436022.0,440969.0,447955.0,457402.0,461076.0,462067.0,459873.0,458640.0,462966.0,465133.0,465631.0,460171.0,461968.0,471131.0,486658.0,498744.0,500509.0,493371.0,486199.0,481768.0,482216.0,480035.0,473176.0,468311.0,474121.0,481507.0,492335.0,498249.0,507583.0,509279.0,509303.0,506073.0,506735.0,505073.0,506870.0,504417.0,512004.0,523030.0,537127.0,543917.0,545997.0,546173.0,544551.0,546369.0,548029.0,550575.0,546474.0
7,"Philadelphia, PA",PA,234023.0,235464.0,238778.0,246020.0,243780.0,238215.0,235034.0,242227.0,254132.0,259998.0,263672.0,265628.0,266116.0,266769.0,266166.0,265890.0,266106.0,268442.0,272773.0,278584.0,279432.0,280481.0,280908.0,281262.0,279731.0,277399.0,277611.0,280842.0,287405.0,294938.0,297163.0,298146.0,295907.0,296166.0,295593.0,295361.0,294800.0,294513.0,296414.0,297653.0,301433.0,304571.0,310005.0,313718.0,314490.0,317296.0,318380.0,320269.0,319318.0,320628.0,322632.0,325829.0,328950.0,332691.0,334665.0,338664.0,338411.0,341332.0,344830.0,347693.0
8,"Miami, FL",FL,278141.0,280374.0,285649.0,290278.0,291249.0,290325.0,293275.0,300587.0,307150.0,311855.0,313816.0,317944.0,321760.0,326879.0,330513.0,333872.0,336244.0,339636.0,342878.0,345895.0,347936.0,350066.0,354658.0,360737.0,367508.0,376007.0,384016.0,390385.0,395641.0,398667.0,398923.0,397098.0,397576.0,401171.0,403137.0,400841.0,402005.0,404786.0,413245.0,418071.0,423103.0,426944.0,428921.0,431111.0,435933.0,441133.0,441797.0,441619.0,441608.0,452601.0,463501.0,470966.0,472263.0,473963.0,473487.0,470496.0,464931.0,469511.0,475013.0,483001.0
9,"Atlanta, GA",GA,231134.0,234614.0,237951.0,242305.0,239743.0,237923.0,238354.0,247628.0,255558.0,261146.0,263934.0,265370.0,267370.0,269537.0,272949.0,277153.0,281860.0,288961.0,293934.0,299820.0,305545.0,314659.0,322032.0,326267.0,326194.0,328191.0,331630.0,337526.0,342580.0,346579.0,346540.0,343632.0,340476.0,339221.0,338655.0,336604.0,334078.0,335040.0,337777.0,341365.0,343343.0,348060.0,351336.0,355314.0,355637.0,356159.0,353851.0,350698.0,348691.0,352738.0,357559.0,360830.0,361404.0,364485.0,366083.0,365458.0,363899.0,364300.0,364989.0,367771.0
10,"Boston, MA",MA,450818.0,456602.0,465866.0,476629.0,476547.0,470334.0,467952.0,480509.0,498288.0,509081.0,510913.0,509694.0,508787.0,517561.0,524527.0,538117.0,547949.0,558083.0,563150.0,563738.0,561962.0,561446.0,563081.0,565224.0,562799.0,564823.0,574403.0,594864.0,611081.0,625236.0,625799.0,621495.0,611415.0,605484.0,600831.0,590604.0,581009.0,576598.0,585684.0,598207.0,609499.0,620387.0,632084.0,637134.0,635065.0,634589.0,635773.0,632216.0,633917.0,635395.0,649597.0,648700.0,657446.0,661742.0,668004.0,665675.0,659396.0,661382.0,665433.0,672092.0
11,"Phoenix, AZ",AZ,283314.0,287507.0,292507.0,295105.0,294381.0,294553.0,299697.0,309272.0,317375.0,322212.0,326558.0,329339.0,335248.0,341472.0,349316.0,356514.0,366344.0,375882.0,385872.0,392036.0,399815.0,405050.0,413280.0,418214.0,424712.0,431104.0,440715.0,451544.0,459452.0,464105.0,459883.0,451826.0,442019.0,438352.0,432951.0,426824.0,420874.0,417569.0,418644.0,419092.0,423244.0,427107.0,429868.0,432029.0,431909.0,433621.0,437077.0,438845.0,438877.0,440196.0,444442.0,449094.0,448714.0,446446.0,442258.0,439594.0,440168.0,443422.0,449516.0,453735.0
12,"San Francisco, CA",CA,863752.0,866628.0,866463.0,864722.0,855078.0,861535.0,885841.0,917479.0,942909.0,948908.0,,949002.0,958635.0,972467.0,990557.0,1020152.0,1046129.0,1068690.0,1074100.0,1069610.0,1067117.0,1062567.0,1063977.0,1050693.0,1055367.0,1072852.0,1108944.0,1152882.0,1180412.0,1186212.0,1151654.0,1105196.0,1085278.0,1085619.0,1085578.0,1056060.0,1024324.0,998828.0,1010232.0,1022659.0,1041905.0,1051192.0,1060681.0,1071896.0,1086967.0,1094273.0,1110393.0,1088322.0,1064434.0,1057346.0,1093332.0,1133049.0,1148061.0,1144073.0,1144083.0,1122859.0,1113328.0,1108812.0,1123575.0,1118493.0
13,"Riverside, CA",CA,368602.0,371019.0,373806.0,372707.0,373023.0,376280.0,385572.0,395977.0,406711.0,414341.0,420567.0,425119.0,429236.0,433291.0,440577.0,450388.0,461382.0,470402.0,478820.0,486310.0,490846.0,495683.0,500353.0,509143.0,516036.0,523039.0,529517.0,539269.0,548408.0,551111.0,544205.0,536121.0,530369.0,527117.0,516743.0,509210.0,504137.0,507287.0,509682.0,514704.0,519322.0,522499.0,523135.0,526130.0,526200.0,531184.0,532466.0,536562.0,537283.0,541377.0,548625.0,556674.0,559780.0,560102.0,559773.0,559840.0,557652.0,560612.0,565055.0,570175.0
14,"Detroit, MI",MI,173732.0,173696.0,177285.0,182089.0,178820.0,178973.0,182662.0,192101.0,196569.0,195035.0,197600.0,196034.0,195516.0,193063.0,191923.0,194920.0,201077.0,206566.0,209715.0,210755.0,212533.0,212379.0,213278.0,212285.0,210327.0,210912.0,210019.0,213769.0,217118.0,224978.0,228392.0,228017.0,223676.0,221011.0,218921.0,215326.0,210416.0,212757.0,215647.0,219727.0,220602.0,223947.0,226747.0,227021.0,227237.0,226932.0,226021.0,225467.0,223900.0,226198.0,227786.0,231951.0,235274.0,239141.0,242920.0,244269.0,244207.0,243901.0,244219.0,245903.0
15,"Seattle, WA",WA,469272.0,476896.0,482012.0,487475.0,484083.0,487383.0,494425.0,511020.0,525543.0,536161.0,543132.0,539414.0,542694.0,547724.0,565948.0,583139.0,604060.0,614192.0,622523.0,621470.0,619999.0,620453.0,623388.0,630760.0,628619.0,641169.0,661249.0,691407.0,706210.0,700074.0,681572.0,662472.0,654488.0,656088.0,651288.0,640995.0,631994.0,626839.0,627978.0,626552.0,636840.0,648624.0,659089.0,663606.0,663654.0,666665.0,666113.0,665217.0,659215.0,663882.0,675575.0,692118.0,704293.0,706865.0,709910.0,708776.0,709213.0,714671.0,719345.0,717934.0
16,"Minneapolis, MN",MN,270720.0,272146.0,274245.0,278671.0,277839.0,276419.0,278669.0,286444.0,293318.0,297889.0,300351.0,301401.0,300882.0,300264.0,302289.0,307127.0,312628.0,317925.0,319691.0,322499.0,325284.0,327828.0,328412.0,326191.0,324692.0,324382.0,327032.0,333889.0,340677.0,346807.0,347164.0,345393.0,342456.0,340330.0,337544.0,333159.0,332776.0,332594.0,333908.0,332541.0,335349.0,341562.0,346668.0,351388.0,351833.0,351580.0,348835.0,344699.0,342008.0,342872.0,344136.0,348816.0,350978.0,354759.0,356050.0,357024.0,358540.0,359872.0,360673.0,362533.0
17,"San Diego, CA",CA,584049.0,584408.0,588699.0,586708.0,579693.0,581827.0,593256.0,612168.0,630429.0,639879.0,,649421.0,651747.0,663704.0,678934.0,696520.0,712739.0,728566.0,736796.0,732775.0,734440.0,740158.0,754055.0,760490.0,767801.0,777771.0,796873.0,819985.0,837014.0,834332.0,819816.0,799607.0,791786.0,788706.0,784723.0,779990.0,775968.0,779646.0,791347.0,803186.0,816534.0,822932.0,835261.0,849027.0,857357.0,857978.0,856517.0,848773.0,846812.0,849525.0,863040.0,875099.0,879735.0,888631.0,890436.0,885066.0,877334.0,878887.0,884024.0,884517.0
18,"Tampa, FL",FL,220767.0,223807.0,226061.0,228443.0,229674.0,230722.0,233152.0,237756.0,243654.0,247826.0,251212.0,252839.0,255755.0,257714.0,260627.0,262926.0,268520.0,275949.0,282068.0,287900.0,292367.0,297640.0,303276.0,309156.0,317554.0,325761.0,334515.0,341523.0,347632.0,353085.0,356328.0,354248.0,351225.0,349787.0,348196.0,345996.0,342268.0,345109.0,348475.0,352159.0,353065.0,353517.0,354951.0,357194.0,356762.0,357133.0,359595.0,361420.0,362607.0,363384.0,366589.0,367561.0,367084.0,367388.0,366797.0,364297.0,362041.0,364287.0,363489.0,365752.0
19,"Denver, CO",CO,411660.0,414097.0,422929.0,424384.0,421333.0,417849.0,424605.0,435669.0,446359.0,454711.0,459081.0,460872.0,458725.0,462519.0,472831.0,489693.0,504742.0,516613.0,523644.0,528716.0,531813.0,533270.0,536793.0,542187.0,547903.0,557311.0,569745.0,586787.0,595009.0,594720.0,589494.0,582649.0,581097.0,576421.0,572202.0,560288.0,551198.0,549920.0,552426.0,557928.0,561435.0,566061.0,567217.0,566743.0,566201.0,568114.0,565057.0,560925.0,557630.0,560572.0,567822.0,572743.0,574800.0,576784.0,577743.0,580766.0,577566.0,581136.0,583019.0,585849.0
20,"Baltimore, MD",MD,272808.0,274034.0,277598.0,285400.0,285036.0,281847.0,278307.0,288724.0,294979.0,302788.0,303347.0,302265.0,300605.0,298993.0,298373.0,293878.0,294792.0,298012.0,300942.0,302507.0,305605.0,311785.0,310990.0,310226.0,309728.0,311202.0,313089.0,315595.0,322141.0,324679.0,323673.0,322474.0,323923.0,322553.0,318127.0,314336.0,313499.0,316326.0,319264.0,323892.0,328564.0,332559.0,337163.0,338962.0,343408.0,342234.0,344401.0,340158.0,342112.0,343351.0,348758.0,351503.0,355146.0,359434.0,361275.0,360768.0,361481.0,363403.0,365905.0,367164.0
21,"St. Louis, MO",MO,177416.0,175363.0,177628.0,180410.0,184275.0,185346.0,187409.0,188904.0,192561.0,194647.0,198016.0,197778.0,194591.0,194161.0,192617.0,194112.0,194325.0,198916.0,203039.0,205838.0,208788.0,208823.0,209073.0,206585.0,205337.0,205876.0,206130.0,210022.0,210614.0,216950.0,217972.0,220791.0,218628.0,218217.0,216642.0,214141.0,210397.0,210655.0,210738.0,215470.0,214908.0,221619.0,225672.0,231342.0,229821.0,226492.0,222847.0,219668.0,217768.0,218615.0,222435.0,226417.0,230514.0,234153.0,237748.0,238717.0,238358.0,242863.0,247733.0,249917.0
22,"Orlando, FL",FL,247728.0,251059.0,251462.0,254550.0,255568.0,257137.0,257755.0,262342.0,265172.0,268354.0,270210.0,273161.0,275601.0,275952.0,278198.0,282117.0,286761.0,293917.0,301478.0,309632.0,314275.0,319331.0,325249.0,331908.0,336988.0,341122.0,348905.0,356136.0,364805.0,369204.0,369148.0,366946.0,362933.0,363368.0,363431.0,361109.0,359084.0,359719.0,364993.0,369223.0,373299.0,375607.0,378697.0,377890.0,377597.0,378389.0,380963.0,383243.0,378974.0,379837.0,382333.0,387756.0,386992.0,387049.0,385708.0,386435.0,386159.0,389659.0,390347.0,388993.0
23,"Charlotte, NC",NC,241335.0,244912.0,245524.0,249432.0,245360.0,245335.0,246992.0,256355.0,262511.0,268861.0,272495.0,274649.0,275785.0,276473.0,280021.0,283671.0,288986.0,292614.0,297267.0,301509.0,308623.0,314892.0,320575.0,325114.0,329062.0,332443.0,333778.0,340338.0,348718.0,356612.0,357431.0,354035.0,351484.0,347324.0,345936.0,340381.0,343590.0,341151.0,344071.0,342664.0,346731.0,353330.0,356097.0,360753.0,358659.0,362956.0,359509.0,357834.0,355393.0,361761.0,369471.0,375261.0,375088.0,376993.0,379044.0,380164.0,381290.0,381733.0,380647.0,380137.0
24,"San Antonio, TX",TX,220762.0,223327.0,225534.0,227314.0,227828.0,228119.0,232947.0,238559.0,244517.0,248278.0,251311.0,252776.0,252684.0,253912.0,255127.0,258809.0,262707.0,268336.0,274488.0,279483.0,283702.0,288468.0,292664.0,295227.0,296238.0,298317.0,302981.0,309597.0,316653.0,320641.0,320681.0,317787.0,316562.0,316858.0,314428.0,311557.0,307027.0,306729.0,304291.0,304229.0,304591.0,304397.0,305663.0,304646.0,304794.0,304418.0,304225.0,304491.0,302850.0,301660.0,302480.0,304079.0,305220.0,304031.0,305842.0,306239.0,306034.0,305999.0,307339.0,309264.0
25,"Portland, OR",OR,396945.0,398897.0,402128.0,402338.0,400430.0,401685.0,405912.0,414486.0,423765.0,432514.0,437491.0,439026.0,441664.0,448329.0,456163.0,465181.0,473819.0,481975.0,486641.0,491709.0,494512.0,499683.0,501637.0,506614.0,507965.0,509301.0,516676.0,525312.0,535728.0,538705.0,539798.0,533489.0,529125.0,524387.0,523134.0,514735.0,505087.0,503008.0,506404.0,513022.0,516879.0,521952.0,528076.0,528289.0,530862.0,528935.0,529014.0,524283.0,519890.0,520115.0,522253.0,528834.0,532822.0,536052.0,537380.0,538089.0,538337.0,539316.0,539242.0,538923.0
26,"Sacramento, CA",CA,403007.0,403958.0,411659.0,416042.0,415667.0,415332.0,422953.0,435684.0,447595.0,454544.0,459862.0,463013.0,466936.0,472095.0,482323.0,493560.0,506758.0,516657.0,523204.0,526697.0,528154.0,530677.0,534854.0,537431.0,540330.0,546684.0,560042.0,570126.0,575322.0,570602.0,566735.0,555432.0,547062.0,537518.0,534815.0,526485.0,523937.0,520372.0,520383.0,519198.0,520993.0,527055.0,536256.0,540329.0,544925.0,546721.0,546996.0,547812.0,546042.0,549656.0,549743.0,552577.0,555710.0,558523.0,558919.0,557986.0,557695.0,559642.0,562272.0,567863.0
27,"Pittsburgh, PA",PA,161342.0,160770.0,163611.0,170014.0,169931.0,168441.0,167992.0,171710.0,176286.0,176570.0,178734.0,177833.0,177251.0,176590.0,180989.0,182481.0,187068.0,190346.0,195844.0,196960.0,196722.0,193989.0,192772.0,191523.0,191854.0,191196.0,190998.0,192592.0,196628.0,199728.0,201967.0,201394.0,198487.0,196824.0,193847.0,190780.0,187340.0,187002.0,188004.0,190218.0,191103.0,197106.0,200598.0,204554.0,203779.0,200886.0,198004.0,196327.0,195615.0,200256.0,203023.0,206473.0,208312.0,208555.0,212316.0,211693.0,210108.0,210706.0,208895.0,215018.0
28,"Cincinnati, OH",OH,171056.0,172273.0,176531.0,177525.0,177052.0,175966.0,177795.0,182457.0,185100.0,188747.0,190972.0,192949.0,191736.0,190727.0,188719.0,191486.0,194151.0,201961.0,206202.0,210576.0,211695.0,213987.0,217549.0,220494.0,219968.0,217881.0,216440.0,219113.0,223857.0,227959.0,227166.0,224616.0,222506.0,222921.0,215300.0,213469.0,209079.0,216916.0,218368.0,227325.0,232868.0,236784.0,239167.0,239796.0,240262.0,241281.0,242965.0,245208.0,243308.0,245869.0,247886.0,249892.0,251654.0,252912.0,257994.0,255576.0,259263.0,258970.0,262803.0,265904.0
29,"Austin, TX",TX,327881.0,332494.0,334060.0,337669.0,335437.0,336840.0,344568.0,353736.0,363713.0,369257.0,376932.0,380881.0,384198.0,397389.0,418972.0,447474.0,464431.0,476915.0,479446.0,479835.0,475846.0,470209.0,472391.0,475501.0,485571.0,496390.0,514264.0,533027.0,550651.0,553055.0,543503.0,525930.0,515512.0,507217.0,498973.0,483523.0,475728.0,466595.0,464071.0,459428.0,461156.0,465642.0,466928.0,469662.0,468331.0,466084.0,459630.0,458475.0,455572.0,459227.0,455474.0,460036.0,461178.0,464732.0,462141.0,459618.0,461770.0,461201.0,460228.0,458744.0
30,"Las Vegas, NV",NV,281737.0,284880.0,287556.0,288274.0,288446.0,290179.0,293499.0,296177.0,298698.0,302416.0,307616.0,310725.0,314674.0,318320.0,323849.0,329183.0,335884.0,342821.0,351121.0,358393.0,364193.0,368133.0,372674.0,378627.0,386131.0,397293.0,408699.0,420351.0,427223.0,429493.0,424476.0,413682.0,405016.0,399879.0,394319.0,387595.0,381801.0,380424.0,382220.0,384535.0,388241.0,390826.0,394192.0,396718.0,396851.0,399320.0,399155.0,402339.0,402305.0,408803.0,412563.0,416582.0,417459.0,418831.0,419467.0,419201.0,418048.0,420007.0,421615.0,424989.0
31,"Kansas City, MO",MO,206050.0,210259.0,215935.0,219156.0,218180.0,216907.0,219964.0,226603.0,234263.0,238503.0,240668.0,238516.0,239379.0,241199.0,242816.0,244572.0,246742.0,250117.0,253322.0,254050.0,256440.0,256519.0,258494.0,259698.0,259641.0,261511.0,265623.0,272042.0,280931.0,287006.0,289148.0,286997.0,284439.0,283138.0,279150.0,275834.0,272207.0,272602.0,272452.0,275352.0,278708.0,283412.0,287790.0,290689.0,290440.0,288516.0,288561.0,289177.0,288648.0,287444.0,285232.0,291314.0,294718.0,301903.0,302051.0,302641.0,303804.0,306353.0,309131.0,309764.0
32,"Columbus, OH",OH,186267.0,187639.0,193299.0,196312.0,197945.0,194615.0,196981.0,201718.0,207147.0,209801.0,210455.0,210467.0,209531.0,208979.0,211952.0,217491.0,223994.0,228519.0,231948.0,236283.0,240235.0,240778.0,240531.0,238671.0,239184.0,237080.0,237484.0,242978.0,251536.0,259634.0,262926.0,260713.0,259214.0,255006.0,254940.0,253017.0,250753.0,253697.0,255003.0,262879.0,266010.0,270029.0,270931.0,272956.0,272824.0,271726.0,267033.0,267597.0,267004.0,271094.0,272761.0,275998.0,278805.0,282078.0,284186.0,283695.0,281173.0,280951.0,281129.0,285022.0
34,"Indianapolis, IN",IN,178976.0,182059.0,183983.0,186977.0,189446.0,189478.0,192471.0,196943.0,202989.0,204328.0,204335.0,204107.0,203036.0,203575.0,202932.0,207234.0,210570.0,216034.0,219593.0,223779.0,226393.0,230094.0,232018.0,234582.0,233341.0,234365.0,235534.0,241039.0,245467.0,251903.0,254075.0,254551.0,252816.0,251646.0,249463.0,245957.0,245429.0,247337.0,249710.0,250124.0,252067.0,254471.0,256667.0,257840.0,259260.0,259114.0,256951.0,255562.0,257293.0,258128.0,261571.0,263451.0,268434.0,271308.0,271607.0,272111.0,270997.0,271970.0,273708.0,276940.0
35,"Cleveland, OH",OH,135378.0,139198.0,144857.0,150207.0,149582.0,147018.0,144831.0,147042.0,151706.0,155758.0,157439.0,159388.0,159454.0,159212.0,157434.0,156153.0,157420.0,159405.0,162318.0,165691.0,166158.0,167827.0,167173.0,169459.0,170588.0,171529.0,170369.0,169241.0,169682.0,175029.0,177798.0,179595.0,176207.0,174628.0,172388.0,173511.0,172951.0,173487.0,173997.0,176442.0,177094.0,179908.0,181270.0,186015.0,184961.0,185436.0,183385.0,182436.0,179664.0,180812.0,183049.0,187166.0,191029.0,195614.0,197770.0,196385.0,197046.0,197859.0,197620.0,199972.0
36,"San Jose, CA",CA,1068633.0,1072492.0,1082591.0,1103959.0,1111250.0,1109519.0,1120997.0,1137147.0,1159885.0,1179639.0,1188486.0,1190385.0,1194209.0,1191096.0,1209353.0,1224306.0,1250341.0,1274359.0,1287551.0,1305766.0,1306118.0,1320803.0,1336714.0,1355387.0,1362357.0,1384240.0,1424635.0,1470818.0,1483823.0,1465645.0,1427981.0,1389716.0,1373630.0,1352585.0,1346567.0,1327198.0,1341406.0,1311420.0,1324937.0,1330964.0,1382415.0,1403114.0,1412803.0,1430269.0,1445668.0,1467997.0,1458609.0,1449772.0,1441181.0,1445371.0,1469107.0,1504550.0,1533873.0,1537628.0,1514531.0,1506211.0,1498090.0,1527259.0,1541905.0,1556844.0
37,"Nashville, TN",TN,278839.0,278477.0,279716.0,282918.0,285535.0,286666.0,293231.0,299268.0,304228.0,306364.0,307796.0,309474.0,307913.0,309045.0,311601.0,319749.0,329735.0,343479.0,351674.0,357782.0,362300.0,371661.0,378204.0,382205.0,380778.0,385470.0,391701.0,405378.0,417676.0,424979.0,423359.0,415837.0,411654.0,405432.0,399345.0,396092.0,393019.0,396362.0,395522.0,398321.0,399937.0,401998.0,407075.0,409745.0,409384.0,410469.0,410663.0,413032.0,416535.0,420044.0,426093.0,428022.0,432992.0,438651.0,436474.0,430263.0,425283.0,423772.0,432969.0,433774.0
38,"Virginia Beach, VA",VA,234578.0,235180.0,237824.0,237711.0,241039.0,240392.0,246517.0,250579.0,257998.0,260448.0,264807.0,267200.0,268567.0,267446.0,267063.0,267058.0,267927.0,268846.0,268683.0,270615.0,271604.0,275677.0,276975.0,280290.0,281219.0,283041.0,283634.0,287619.0,292856.0,296304.0,294555.0,290867.0,291520.0,293435.0,292701.0,291674.0,290212.0,291576.0,293379.0,295420.0,301158.0,304567.0,309068.0,309353.0,309579.0,311130.0,311964.0,311522.0,310739.0,313472.0,318856.0,321964.0,323270.0,324677.0,326174.0,326443.0,328348.0,329289.0,331305.0,332647.0
39,"Providence, RI",RI,287768.0,287465.0,293155.0,297533.0,297845.0,291466.0,290370.0,300679.0,313599.0,321231.0,322182.0,323111.0,323859.0,325221.0,326309.0,330573.0,337367.0,345675.0,348466.0,354638.0,357518.0,361688.0,361339.0,362772.0,362916.0,366754.0,367936.0,375711.0,382643.0,390576.0,391899.0,387081.0,384942.0,383981.0,385609.0,384033.0,384602.0,386087.0,386949.0,392359.0,397009.0,404631.0,407427.0,412947.0,415606.0,417097.0,412338.0,412344.0,411732.0,417942.0,424061.0,432069.0,435224.0,441113.0,445343.0,449940.0,449406.0,446578.0,447795.0,450339.0
40,"Jacksonville, FL",FL,220632.0,225019.0,227804.0,229179.0,226683.0,227626.0,230611.0,237444.0,243209.0,247174.0,249924.0,252721.0,253240.0,256290.0,258002.0,263718.0,267624.0,271499.0,272057.0,275695.0,282654.0,289072.0,293492.0,297103.0,303553.0,309739.0,316730.0,321555.0,324171.0,328181.0,329085.0,330156.0,325290.0,322918.0,320474.0,315196.0,314226.0,316574.0,321377.0,322075.0,320716.0,324108.0,326473.0,329328.0,328558.0,325833.0,328601.0,331155.0,332762.0,336574.0,339811.0,345282.0,344419.0,342857.0,341971.0,338096.0,337134.0,336271.0,342577.0,347298.0
41,"Milwaukee, WI",WI,221531.0,220491.0,223238.0,223032.0,226554.0,223529.0,223987.0,221950.0,218660.0,211368.0,208116.0,208757.0,213946.0,216545.0,220418.0,223915.0,230829.0,235984.0,240712.0,239386.0,241096.0,240064.0,242347.0,238731.0,239293.0,239909.0,243605.0,244391.0,250372.0,254775.0,259300.0,254984.0,258440.0,257880.0,260382.0,255846.0,256297.0,258315.0,258999.0,265546.0,267383.0,272505.0,272610.0,275767.0,277704.0,276090.0,274551.0,272391.0,269720.0,269779.0,272831.0,277187.0,282965.0,286879.0,297146.0,297401.0,298063.0,296023.0,301162.0,304471.0
42,"Oklahoma City, OK",OK,165817.0,164309.0,164840.0,168955.0,169103.0,170757.0,173423.0,179865.0,183236.0,187305.0,187864.0,188698.0,185739.0,184117.0,183266.0,185403.0,186123.0,188084.0,189862.0,192388.0,195164.0,199878.0,202081.0,202931.0,202522.0,204002.0,206741.0,209346.0,213891.0,216678.0,218120.0,217914.0,218715.0,218521.0,218485.0,214312.0,211129.0,208625.0,213078.0,216635.0,221454.0,222775.0,225741.0,226347.0,224104.0,220679.0,217816.0,219234.0,222014.0,226129.0,228232.0,230853.0,230864.0,233468.0,233427.0,235488.0,234366.0,235552.0,235322.0,238019.0
