SizeRank,RegionName,StateName,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31
185,"Norwich, CT",CT,231076.0,232750.0,233368.0,236512.0,234099.0,235018.0,236801.0,244457.0,255508.0,261430.0,263164.0,260880.0,263285.0,268596.0,267141.0,272327.0,272103.0,277673.0,273303.0,274924.0,278525.0,278183.0,276957.0,281152.0,287646.0,290007.0,288429.0,285138.0,289271.0,292810.0,296052.0,295001.0,296341.0,306571.0,303455.0,298556.0,291057.0,297658.0,305854.0,305849.0,309749.0,312106.0,320578.0,324425.0,323348.0,323192.0,325460.0,320302.0,315199.0,307846.0,317325.0,328731.0,339890.0,343788.0,346159.0,350997.0,354945.0,355019.0,350985.0,356734.0
186,"Amarillo, TX",TX,168993.0,167473.0,165682.0,168198.0,170148.0,178424.0,179425.0,183520.0,182030.0,188409.0,193875.0,194942.0,192143.0,190007.0,195209.0,199059.0,199885.0,200304.0,199783.0,199553.0,199003.0,198811.0,200333.0,197959.0,198542.0,201670.0,204980.0,215790.0,217075.0,222050.0,218579.0,221390.0,217662.0,215488.0,213712.0,219086.0,220796.0,220606.0,220156.0,220587.0,220940.0,217623.0,216951.0,216698.0,219363.0,222421.0,222144.0,226657.0,223415.0,227538.0,225995.0,225244.0,224935.0,231247.0,232972.0,238049.0,231089.0,232337.0,227818.0,226736.0
187,"Laredo, TX",TX,182873.0,183941.0,181052.0,187185.0,187834.0,196096.0,197869.0,197487.0,194861.0,192674.0,197718.0,197333.0,195274.0,188316.0,188214.0,190180.0,195084.0,194328.0,195668.0,198603.0,200367.0,206554.0,204711.0,213186.0,210938.0,222862.0,217525.0,223677.0,213713.0,221722.0,218555.0,222254.0,218456.0,210428.0,211344.0,213813.0,218116.0,221246.0,221472.0,226313.0,226311.0,226713.0,224825.0,224438.0,225141.0,224697.0,221459.0,218190.0,221765.0,227007.0,227926.0,229206.0,230434.0,233952.0,229927.0,229112.0,224086.0,225618.0,227826.0,236172.0
188,"Tuscaloosa, AL",AL,173758.0,172395.0,174711.0,179164.0,187052.0,187453.0,189716.0,191986.0,198293.0,199234.0,196544.0,191488.0,193260.0,200390.0,204617.0,210243.0,206960.0,212824.0,214061.0,214874.0,209771.0,212661.0,213214.0,212667.0,208820.0,209234.0,211474.0,214359.0,216580.0,225483.0,230025.0,232888.0,219882.0,214187.0,212695.0,219586.0,218485.0,219787.0,222985.0,225837.0,223385.0,219790.0,225221.0,230839.0,237384.0,234732.0,237942.0,239158.0,241105.0,244545.0,245381.0,246552.0,243124.0,242646.0,246726.0,248183.0,251466.0,253911.0,251114.0,249399.0
189,"College Station, TX",TX,222181.0,218585.0,216814.0,218130.0,222941.0,222507.0,223162.0,224586.0,226812.0,231547.0,233802.0,238668.0,236874.0,240621.0,241297.0,240754.0,238372.0,241873.0,248169.0,253423.0,256560.0,257864.0,260987.0,263564.0,266570.0,265396.0,269377.0,279338.0,287892.0,290027.0,285986.0,288443.0,290330.0,291714.0,291121.0,293570.0,288395.0,285965.0,280566.0,285404.0,297581.0,302658.0,304884.0,300066.0,301777.0,302564.0,296557.0,295763.0,295535.0,300139.0,306616.0,306828.0,309111.0,309444.0,312249.0,312727.0,315960.0,317475.0,318432.0,312856.0
190,"Kalamazoo, MI",MI,165156.0,162354.0,162127.0,168570.0,168079.0,165821.0,165229.0,174384.0,179876.0,185440.0,190405.0,193155.0,191055.0,182085.0,182531.0,186087.0,189417.0,192695.0,194546.0,200110.0,203500.0,205170.0,205633.0,205178.0,203089.0,200429.0,201712.0,205235.0,214561.0,218397.0,221762.0,220598.0,217067.0,220270.0,219576.0,213519.0,209227.0,208728.0,223535.0,227005.0,226884.0,226459.0,231923.0,235620.0,234117.0,234085.0,234132.0,231795.0,225039.0,230037.0,230024.0,236854.0,233188.0,242591.0,244670.0,251500.0,251207.0,241437.0,242379.0,237100.0
191,"Lynchburg, VA",VA,174669.0,172444.0,174144.0,182232.0,186440.0,185517.0,185803.0,187741.0,194203.0,194920.0,202710.0,202742.0,203687.0,197520.0,202207.0,200854.0,205963.0,205751.0,212145.0,217523.0,218469.0,220443.0,225995.0,228908.0,230470.0,228913.0,228030.0,229017.0,231796.0,240936.0,247091.0,245741.0,241659.0,237751.0,238178.0,239911.0,242528.0,237228.0,239167.0,236565.0,246070.0,246095.0,249227.0,251378.0,251465.0,251109.0,239539.0,234074.0,230492.0,239900.0,244630.0,253656.0,257046.0,264501.0,264469.0,258463.0,260129.0,264777.0,276660.0,277662.0
192,"Charleston, WV",WV,117735.0,125335.0,123684.0,122483.0,117886.0,116998.0,122068.0,126309.0,130875.0,129262.0,129200.0,129760.0,129608.0,125793.0,125714.0,128270.0,134342.0,137374.0,138434.0,140774.0,141549.0,145480.0,148945.0,151637.0,151370.0,150540.0,150693.0,152172.0,151510.0,147452.0,147257.0,146800.0,150499.0,147123.0,142544.0,137226.0,137646.0,140913.0,145278.0,143754.0,142914.0,142795.0,151242.0,150887.0,154752.0,145692.0,150167.0,149732.0,158238.0,156812.0,158237.0,156707.0,159573.0,161484.0,162592.0,161710.0,156943.0,158831.0,166562.0,166310.0
193,"Yakima, WA",WA,243979.0,226841.0,228065.0,235978.0,245346.0,255622.0,259080.0,272241.0,274877.0,268340.0,264519.0,263567.0,276756.0,283847.0,291641.0,290479.0,293036.0,299208.0,303864.0,309525.0,305207.0,308031.0,305828.0,311934.0,310136.0,310167.0,301216.0,308554.0,319366.0,328153.0,331819.0,334237.0,334772.0,326914.0,330645.0,329012.0,326300.0,325872.0,320826.0,325298.0,321803.0,329418.0,329541.0,336374.0,341107.0,345511.0,335171.0,330018.0,322650.0,323151.0,322375.0,332965.0,332450.0,338173.0,338034.0,346873.0,350210.0,350879.0,353271.0,352263.0
194,"Fargo, ND",ND,208507.0,209882.0,207324.0,210146.0,210861.0,217247.0,218364.0,222814.0,226476.0,230354.0,232612.0,228644.0,226460.0,224940.0,223257.0,227604.0,233852.0,243316.0,243536.0,244108.0,244257.0,243690.0,240855.0,243565.0,259382.0,262211.0,262942.0,250178.0,253414.0,257494.0,264621.0,263659.0,262970.0,261315.0,257407.0,251686.0,248716.0,257644.0,258851.0,269778.0,273957.0,284075.0,276414.0,272902.0,266882.0,268456.0,271811.0,272423.0,275412.0,276901.0,281697.0,280334.0,282002.0,282876.0,290676.0,289442.0,288715.0,288814.0,290787.0,297523.0
195,"Binghamton, NY",NY,119950.0,121450.0,123426.0,120076.0,123907.0,120623.0,121570.0,122352.0,130890.0,134616.0,137741.0,138727.0,140418.0,141560.0,137237.0,134841.0,135578.0,138002.0,144375.0,146203.0,150870.0,151248.0,152412.0,150097.0,146258.0,145251.0,149743.0,150936.0,155513.0,156449.0,162858.0,157417.0,155721.0,155734.0,156840.0,158411.0,156412.0,156190.0,155261.0,156185.0,158064.0,163898.0,163229.0,166938.0,165957.0,168914.0,170511.0,170752.0,176878.0,171949.0,172530.0,167338.0,169669.0,171657.0,174059.0,179241.0,179849.0,180629.0,179985.0,179843.0
196,"Fort Smith, AR",AR,126908.0,126841.0,124937.0,127588.0,129337.0,132469.0,132192.0,134832.0,138793.0,144243.0,145609.0,150863.0,153114.0,158375.0,156666.0,154558.0,155910.0,156177.0,160259.0,155627.0,156967.0,158453.0,164118.0,166942.0,167649.0,166826.0,165946.0,163695.0,165590.0,167358.0,172435.0,171053.0,172507.0,167999.0,168629.0,166417.0,168501.0,168748.0,165651.0,166312.0,167080.0,171385.0,173278.0,177144.0,181002.0,187081.0,189994.0,181396.0,172703.0,174911.0,180844.0,186711.0,186485.0,190209.0,187562.0,185515.0,188248.0,189606.0,187009.0,183554.0
197,"Appleton, WI",WI,177960.0,178649.0,178231.0,179281.0,177184.0,182268.0,188026.0,190284.0,186725.0,190174.0,191358.0,197561.0,193722.0,187935.0,187336.0,190859.0,202033.0,208751.0,219396.0,225107.0,228328.0,223693.0,226111.0,226670.0,235124.0,232505.0,235628.0,236444.0,240998.0,249827.0,248343.0,245662.0,244286.0,242892.0,245061.0,245350.0,257576.0,255934.0,256157.0,250100.0,255686.0,254062.0,256948.0,259947.0,267618.0,266580.0,265396.0,262068.0,265423.0,272498.0,277303.0,280432.0,282798.0,286332.0,286186.0,294522.0,298277.0,303024.0,294518.0,293736.0
198,"Prescott Valley, AZ",AZ,321093.0,328954.0,330959.0,334189.0,326406.0,322963.0,322141.0,343689.0,357468.0,372430.0,369500.0,375231.0,380261.0,392062.0,390373.0,392331.0,397229.0,418439.0,430661.0,438620.0,437613.0,439654.0,442205.0,448841.0,452875.0,456026.0,462625.0,472827.0,488047.0,491612.0,489568.0,482537.0,465895.0,460268.0,454032.0,458387.0,453125.0,451532.0,470772.0,481511.0,490063.0,487351.0,493652.0,500789.0,497912.0,491671.0,494120.0,503896.0,512803.0,497565.0,483070.0,482536.0,485321.0,484247.0,473355.0,465509.0,470827.0,475643.0,494856.0,490906.0
200,"Macon, GA",GA,125005.0,124882.0,130765.0,132886.0,134441.0,128321.0,131468.0,136759.0,140842.0,133445.0,134854.0,136845.0,140830.0,136393.0,129981.0,126344.0,133137.0,138399.0,143413.0,137613.0,137635.0,135726.0,141837.0,137848.0,135177.0,131838.0,133128.0,139249.0,140615.0,145667.0,137578.0,140253.0,138544.0,145065.0,142089.0,140775.0,139303.0,137703.0,134806.0,138925.0,140210.0,152083.0,153189.0,161005.0,151718.0,149535.0,152879.0,153667.0,167740.0,162989.0,169713.0,153467.0,155523.0,152291.0,149120.0,143389.0,153207.0,160885.0,164322.0,163944.0
201,"Tyler, TX",TX,215639.0,217483.0,223870.0,221449.0,227035.0,221863.0,229767.0,230791.0,236033.0,235392.0,236626.0,239708.0,238057.0,232831.0,244254.0,250362.0,261573.0,254030.0,257604.0,258504.0,262919.0,268883.0,274796.0,270563.0,262371.0,259310.0,266752.0,272778.0,275102.0,279847.0,283645.0,297637.0,300369.0,311451.0,299322.0,291719.0,277515.0,271825.0,277455.0,288403.0,311485.0,321633.0,317919.0,304378.0,301281.0,299208.0,307612.0,299947.0,302248.0,291709.0,288024.0,295577.0,299884.0,310160.0,306059.0,306578.0,310631.0,310483.0,326258.0,326362.0
202,"Barnstable Town, MA",MA,389087.0,392946.0,407067.0,411622.0,413849.0,410342.0,423764.0,437945.0,458304.0,466700.0,,486234.0,494060.0,488243.0,495931.0,510786.0,520875.0,529667.0,521683.0,522706.0,522068.0,524525.0,531444.0,540036.0,545132.0,547009.0,548624.0,574744.0,595542.0,604639.0,606052.0,603284.0,603046.0,597222.0,601972.0,604930.0,593097.0,591078.0,597080.0,616303.0,620478.0,629410.0,627521.0,634168.0,636886.0,652039.0,651336.0,642994.0,628673.0,634804.0,637626.0,655361.0,656764.0,680580.0,678160.0,674086.0,662752.0,666834.0,673984.0,675560.0
203,"Daphne, AL",AL,255963.0,261005.0,262824.0,253229.0,243873.0,247939.0,256102.0,274697.0,276584.0,272893.0,270954.0,276652.0,283079.0,283640.0,300103.0,310791.0,320483.0,314610.0,315750.0,320535.0,320142.0,325587.0,324747.0,341308.0,344894.0,354508.0,350910.0,358892.0,362372.0,366065.0,367234.0,366647.0,369074.0,367914.0,362631.0,358372.0,354629.0,370787.0,376074.0,383829.0,373511.0,360723.0,360108.0,357050.0,361884.0,366848.0,367335.0,373881.0,364286.0,368487.0,362289.0,367899.0,379653.0,386077.0,386426.0,378223.0,375476.0,370607.0,361757.0,369295.0
205,"Bellingham, WA",WA,368826.0,376480.0,384163.0,391062.0,392270.0,390776.0,398915.0,405501.0,421273.0,430714.0,433267.0,430170.0,433405.0,436422.0,446963.0,456689.0,480923.0,494799.0,503732.0,508725.0,517007.0,527246.0,530681.0,529803.0,526634.0,526710.0,543605.0,561692.0,580419.0,587191.0,582588.0,572756.0,553862.0,544166.0,536529.0,547365.0,546748.0,548586.0,529645.0,541820.0,537181.0,548105.0,537877.0,536743.0,533582.0,549403.0,563879.0,563269.0,570675.0,566248.0,586839.0,592605.0,603087.0,586689.0,591863.0,600521.0,613096.0,600438.0,598176.0,595768.0
